card_id,min_amount,min_amount_source,category_id,group_name,benefit_type,rate,fixed_amount,unit_basis,raw_text
1768,300000,CARD_LEVEL,20,항공마일리지,FIXED_AMOUNT,,1000,,"이용금액 1,000원당 1~2 대한항공 마일리지 적립"
1991,0,CARD_LEVEL,23,바우처,FIXED_AMOUNT,,1000000,,3인 이상 하나투어 해외여행/해외호텔을 예약하실 경우 1인 여행경비에 대해 100만원까지 현장할인
2224,0,CARD_LEVEL,6,기타,FIXED_AMOUNT,,30000,,모바일쿠폰서비스 최대 3만원
2230,750000,CARD_LEVEL,33,무이자할부,FIXED_AMOUNT,,50000,,국내 가맹점에서 5만원 이상 2~3개월 할부 결제 시 무이자 할부 혜택이 제공
2259,500000,CARD_LEVEL,23,바우처,FIXED_AMOUNT,,200000,,"최대 20만원 상당의 바우처 제공
총 5개 영역에서 최대 20만원까지 선택하여 사용"
2259,500000,CARD_LEVEL,16,프리미엄,FIXED_AMOUNT,,20000000,,"로열티 보너스: 연간 이용금액 2,000만원 이상 시 로열티 보너스 제공(연 1회, 택 1)"
2260,500000,CARD_LEVEL,23,바우처,FIXED_AMOUNT,,100000,,10만원 상당의 바우처 제공
2285,0,CARD_LEVEL,24,마트/편의점,FIXED_AMOUNT,,10000,,"CU, GS25, 세븐일레븐, 이마트24, 올리브영 건당 1만원 이상 결제 시, 1천원 캐시백"
2285,0,CARD_LEVEL,12,푸드,FIXED_AMOUNT,,10000,,"뚜레쥬르, 파리바게트, 버거킹, 맥도날드, 롯데리아 건당 1만원 이상 결제 시, 1천원 캐시백"
2285,0,CARD_LEVEL,17,대중교통,FIXED_AMOUNT,,20000,,"버스, 지하철, 후불교통 이용금액 월 합산 2만원 이상 결제 시, 2천원 캐시백"
2371,400000,INLINE,6,기타,FIXED_AMOUNT,,400000,,[Weekly 할인 쿠폰] 매주 1회 국내 이용 할인 쿠폰 제공 (전월실적 40만원 이상)
2388,0,CARD_LEVEL,14,생활,FIXED_AMOUNT,,60000,,생활 편의 영역 6대 업종 결제 시 연간 통합 6만원 청구 할인
2396,0,CARD_LEVEL,23,바우처,FIXED_AMOUNT,,200000,,[프리미엄 기프트] 프리미엄여행 할인권 20만원 제공
2396,0,CARD_LEVEL,23,바우처,FIXED_AMOUNT,,200000,,[프리미엄 기프트] 신세계 상품권 모바일 교환권 20만원
2397,0,CARD_LEVEL,23,바우처,FIXED_AMOUNT,,200000,,[프리미엄 기프트] 프리미엄여행 할인권 20만원 제공
2397,0,CARD_LEVEL,23,바우처,FIXED_AMOUNT,,200000,,[프리미엄 기프트] 신세계 상품권 모바일 교환권 20만원
2436,500000,CARD_LEVEL,28,프리미엄 서비스,FIXED_AMOUNT,,20000000,,"[로열티 보너스] 연간(카드 발급 확정일로부터 1년) 이용 금액 2,000만원 이상 시 로열티 보너스 제공(연 1회, 택1)"
2592,500000,CARD_LEVEL,6,기타,FIXED_AMOUNT,,1500,,"[부스터마일즈] 이용금액 1,500원당 1크리스플라이어 마일리지 추가 적립"
2642,500000,CARD_LEVEL,23,바우처,FIXED_AMOUNT,,20000,,[우대 서비스] 2만원 바로할인 보너스 카드 제공(6개월마다 1만원씩 총 2만원)
2703,500000,CARD_LEVEL,23,바우처,FIXED_AMOUNT,,24000000,,"연 누적 이용금액 2,400만원 이상 시 10만 하나머니 적립 (연 1회, 서비스 실적 조건 확인)"
2704,500000,CARD_LEVEL,23,바우처,FIXED_AMOUNT,,300000,,"해외/항공/면세/여행 30만원 청구 할인 (연 30만원 한도, 서비스 실적 조건 확인)"
2704,500000,CARD_LEVEL,23,바우처,FIXED_AMOUNT,,200000,,"특급호텔 레스토랑 20만원 현장 할인 (연 1회, 서비스 실적 조건 확인)"
2705,500000,CARD_LEVEL,23,바우처,FIXED_AMOUNT,,200000,,[DINING VOUCHER] 특급호텔 레스토랑 20만원 현장 할인 (연 1회)
2705,500000,CARD_LEVEL,13,선택형,FIXED_AMOUNT,,100000,,[SPECIAL PLATE] 특수 소재 카드 신청 가능 (신청 건별 발급수수료 10만원)
2735,500000,INLINE,10,영화,FIXED_AMOUNT,,500000,,[문화 취미] 메가박스 영화 온라인 예매 7천원 즉시 할인 (전월실적 50만원 이상)
2780,500000,CARD_LEVEL,23,바우처,FIXED_AMOUNT,,6000000,,"[Classic 전용혜택] 쿠폰 서비스 연 1회 제공, 3가지 중 택 1
연간 600만원 이상(초회년도는 실적조건 없음)"
2790,500000,CARD_LEVEL,23,바우처,FIXED_AMOUNT,,1000000,,[연간 보너스] 발급 첫해 누적 이용 금액 100만원 이상 시 5만원 크레딧 제공(연 1회)
2791,500000,CARD_LEVEL,23,바우처,FIXED_AMOUNT,,1000000,,[연간 보너스] 발급 첫해 누적 이용 금액 100만원 이상 시 5만원 크레딧 제공(연 1회)
2792,500000,CARD_LEVEL,23,바우처,FIXED_AMOUNT,,1000000,,[연간 보너스] 발급 첫해 누적 이용 금액 100만원 이상 시 5만원 크레딧 제공(연 1회)
2793,500000,CARD_LEVEL,23,바우처,FIXED_AMOUNT,,1000000,,[연간 보너스] 발급 첫해 누적 이용 금액 100만원 이상 시 5만원 크레딧 제공(연 1회)
2824,500000,CARD_LEVEL,23,바우처,FIXED_AMOUNT,,50000,,SPECIAL GIFT - 롯데상품권카드 5만원
2835,400000,INLINE,10,영화,FIXED_AMOUNT,,400000,,[Monthly Plan 서비스] 영화 예매 5천원 결제일 할인 (전월실적 40만원 이상)
2855,300000,INLINE,32,해외이용,FIXED_AMOUNT,,300000,,해외 이용 적립 서비스 (전월실적 30만원 이상)
2855,300000,INLINE,32,해외이용,FIXED_AMOUNT,,300000,,일본 이용 추가 적립 서비스 (전월실적 30만원 이상)
2898,500000,INLINE,6,기타,FIXED_AMOUNT,,500000,,POINT 추가 적립 (전월실적 50만원 이상)
2898,500000,INLINE,6,기타,FIXED_AMOUNT,,500000,,인천공항 주차 할인 서비스 (전월실적 50만원 이상)
2902,500000,CARD_LEVEL,23,바우처,FIXED_AMOUNT,,130000,,[프리미엄 바우처] 최대 13만원 프리미엄 바우처 제공
2915,500000,CARD_LEVEL,16,프리미엄,FIXED_AMOUNT,,150000,,프리미엄 영역 연간 최대 15만원 할인 기프트
2942,400000,INLINE,3,주유,FIXED_AMOUNT,,400000,,[기본 혜택] GS칼텍스 이용 금액 청구 할인 (전월실적 40만원 이상)
2953,300000,CARD_LEVEL,18,카페,POINT_PER_UNIT,1.0,,20000,국내 스타벅스 이용 시 2만원당 스타벅스 리워드 별 1개 적립
2953,300000,CARD_LEVEL,26,해외,POINT_PER_UNIT,3.0,,20000,해외 가맹점 이용 시 2만원당 스타벅스 리워드 별 3개 적립
